"","vetyears","natcity","natroad","natmass"
"14360","Less Than 2 Yrs","Too Little",NA,NA
"14361","More Than 4 Yrs","Too Much",NA,NA
"14387","2 To 4 Years","About Right",NA,NA
"14389","Less Than 2 Yrs","Too Much",NA,NA
"14390","2 To 4 Years","About Right",NA,NA
"14391","Less Than 2 Yrs","Too Much",NA,NA
"14392","2 To 4 Years","Too Little",NA,NA
"14396","2 To 4 Years","About Right",NA,NA
"14398","2 To 4 Years","Too Much",NA,NA
"14422","Less Than 2 Yrs","Too Little",NA,NA
"14431","2 To 4 Years","Too Much",NA,NA
"14433","2 To 4 Years",NA,NA,NA
"14434","Less Than 2 Yrs","About Right",NA,NA
"14436","2 To 4 Years","Too Little",NA,NA
"14447","2 To 4 Years",NA,NA,NA
"14449","2 To 4 Years","Too Little",NA,NA
"14450","2 To 4 Years","About Right",NA,NA
"14451","2 To 4 Years","Too Little",NA,NA
"14454","More Than 4 Yrs","About Right",NA,NA
"14455","2 To 4 Years","Too Much",NA,NA
"14470","2 To 4 Years","Too Little",NA,NA
"14472","2 To 4 Years","Too Little",NA,NA
"14477","2 To 4 Years","About Right",NA,NA
"14480","2 To 4 Years","Too Little",NA,NA
"14483","2 To 4 Years","About Right",NA,NA
"14489","More Than 4 Yrs","About Right",NA,NA
"14491","2 To 4 Years","About Right",NA,NA
"14497","2 To 4 Years","Too Much",NA,NA
"14501","More Than 4 Yrs","About Right",NA,NA
"14515","More Than 4 Yrs","Too Much",NA,NA
"14518","More Than 4 Yrs","Too Little",NA,NA
"14524","2 To 4 Years","Too Little",NA,NA
"14525","2 To 4 Years","About Right",NA,NA
"14527","More Than 4 Yrs","Too Much",NA,NA
"14538","2 To 4 Years",NA,NA,NA
"14542","2 To 4 Years","Too Much",NA,NA
"14546","More Than 4 Yrs",NA,NA,NA
"14547","More Than 4 Yrs","Too Little",NA,NA
"14549","2 To 4 Years","Too Much",NA,NA
"14556","2 To 4 Years",NA,NA,NA
"14563","Less Than 2 Yrs","Too Little",NA,NA
"14564","More Than 4 Yrs","About Right",NA,NA
"14565","2 To 4 Years","Too Little",NA,NA
"14569","More Than 4 Yrs","Too Little",NA,NA
"14574","Less Than 2 Yrs","About Right",NA,NA
"14577","2 To 4 Years","About Right",NA,NA
"14582","Less Than 2 Yrs",NA,NA,NA
"14589","2 To 4 Years","About Right",NA,NA
"14591","More Than 4 Yrs","About Right",NA,NA
"14593","2 To 4 Years","Too Much",NA,NA
"14603","2 To 4 Years",NA,NA,NA
"14613","Less Than 2 Yrs",NA,NA,NA
"14616","2 To 4 Years","Too Little",NA,NA
"14624","More Than 4 Yrs",NA,NA,NA
"14626","Less Than 2 Yrs","About Right",NA,NA
"14635","2 To 4 Years","Too Little",NA,NA
"14640","Less Than 2 Yrs","Too Little",NA,NA
"14650","Less Than 2 Yrs","About Right",NA,NA
"14668","More Than 4 Yrs",NA,NA,NA
"14678","More Than 4 Yrs","About Right",NA,NA
"14679","2 To 4 Years","Too Little",NA,NA
"14685","More Than 4 Yrs","Too Much",NA,NA
"14687","2 To 4 Years",NA,NA,NA
"14691","2 To 4 Years","Too Much",NA,NA
"14705","2 To 4 Years",NA,NA,NA
"14717","2 To 4 Years","About Right",NA,NA
"14719","More Than 4 Yrs","Too Much",NA,NA
"14754","Less Than 2 Yrs","Too Much",NA,NA
"14766","More Than 4 Yrs",NA,NA,NA
"14768","2 To 4 Years","About Right",NA,NA
"14770","More Than 4 Yrs","Too Little",NA,NA
"14778","2 To 4 Years","Too Little",NA,NA
"14785","Less Than 2 Yrs","Too Much",NA,NA
"14796","More Than 4 Yrs","Too Much",NA,NA
"14813","2 To 4 Years",NA,NA,NA
"14824","2 To 4 Years","Too Much",NA,NA
"14825","2 To 4 Years","About Right",NA,NA
"14832","2 To 4 Years","Too Little",NA,NA
"14835","Less Than 2 Yrs","Too Little",NA,NA
"14836","Less Than 2 Yrs","Too Little",NA,NA
"14845","Less Than 2 Yrs","Too Little",NA,NA
"14847","2 To 4 Years","Too Little",NA,NA
"14857","2 To 4 Years","About Right",NA,NA
"14858","2 To 4 Years","Too Much",NA,NA
"14859","2 To 4 Years","Too Little",NA,NA
"14866","2 To 4 Years","Too Little",NA,NA
"14881","2 To 4 Years","Too Little",NA,NA
"14883","2 To 4 Years","About Right",NA,NA
"14887","More Than 4 Yrs","Too Much",NA,NA
"14893","2 To 4 Years","Too Little",NA,NA
"14895","2 To 4 Years","Too Little",NA,NA
"14896","More Than 4 Yrs","Too Little",NA,NA
"14899","Less Than 2 Yrs","Too Little",NA,NA
"14901","Less Than 2 Yrs","Too Little",NA,NA
"14902","2 To 4 Years","Too Much",NA,NA
"14904","More Than 4 Yrs","About Right",NA,NA
"14916","2 To 4 Years","Too Little",NA,NA
"14919","2 To 4 Years","Too Much",NA,NA
"14921","Less Than 2 Yrs","Too Little",NA,NA
"14923","2 To 4 Years","Too Little",NA,NA
"14924","2 To 4 Years","Too Little",NA,NA
"14926","2 To 4 Years","About Right",NA,NA
"14928","2 To 4 Years","Too Little",NA,NA
"14931","2 To 4 Years","Too Little",NA,NA
"14937","Less Than 2 Yrs","About Right",NA,NA
"14948","2 To 4 Years","Too Little",NA,NA
"14949","2 To 4 Years","About Right",NA,NA
"14955","2 To 4 Years","Too Little",NA,NA
"14962","2 To 4 Years",NA,NA,NA
"14966","More Than 4 Yrs","Too Little",NA,NA
"14981","2 To 4 Years","Too Much",NA,NA
"14983","2 To 4 Years","Too Much",NA,NA
"14986","2 To 4 Years","Too Much",NA,NA
"14988","2 To 4 Years","About Right",NA,NA
"14997","Less Than 2 Yrs",NA,NA,NA
"14999","More Than 4 Yrs",NA,NA,NA
"15002","2 To 4 Years",NA,NA,NA
"15004","2 To 4 Years","Too Little",NA,NA
"15007","2 To 4 Years","Too Little",NA,NA
"15008","2 To 4 Years","Too Much",NA,NA
"15018","Less Than 2 Yrs","Too Much",NA,NA
"15019","Less Than 2 Yrs","About Right",NA,NA
"15027","More Than 4 Yrs","Too Much",NA,NA
"15028","2 To 4 Years","Too Little",NA,NA
"15029","2 To 4 Years","About Right",NA,NA
"15033","2 To 4 Years","Too Little",NA,NA
"15035","2 To 4 Years",NA,NA,NA
"15036","2 To 4 Years","Too Little",NA,NA
"15046","2 To 4 Years","Too Much",NA,NA
"15048","2 To 4 Years","Too Little",NA,NA
"15065","2 To 4 Years","Too Little",NA,NA
"15069","Less Than 2 Yrs","About Right",NA,NA
"15073","Less Than 2 Yrs","Too Little",NA,NA
"15079","2 To 4 Years","Too Little",NA,NA
"15080","2 To 4 Years","About Right",NA,NA
"15094","2 To 4 Years",NA,NA,NA
"15097","2 To 4 Years","About Right",NA,NA
"15099","More Than 4 Yrs","Too Little",NA,NA
"15105","More Than 4 Yrs","Too Much",NA,NA
"15115","Less Than 2 Yrs","Too Little",NA,NA
"15129","2 To 4 Years","Too Little",NA,NA
"15133","2 To 4 Years","Too Much",NA,NA
"15141","2 To 4 Years","Too Little",NA,NA
"15143","More Than 4 Yrs","About Right",NA,NA
"15144","2 To 4 Years","About Right",NA,NA
"15150","2 To 4 Years","About Right",NA,NA
"15151","2 To 4 Years","Too Much",NA,NA
"15165","More Than 4 Yrs",NA,NA,NA
"15180","2 To 4 Years","About Right",NA,NA
"15184","2 To 4 Years","About Right",NA,NA
"15188","More Than 4 Yrs","Too Little",NA,NA
"15189","2 To 4 Years","Too Little",NA,NA
"15191","2 To 4 Years","Too Little",NA,NA
"15193","2 To 4 Years","Too Much",NA,NA
"15195","2 To 4 Years","Too Little",NA,NA
"15197","2 To 4 Years","Too Little",NA,NA
"15199","2 To 4 Years","Too Little",NA,NA
"15209","2 To 4 Years","Too Little",NA,NA
"15211","2 To 4 Years","Too Much",NA,NA
"15223","2 To 4 Years","About Right",NA,NA
"15226","2 To 4 Years","About Right",NA,NA
"15228","2 To 4 Years","About Right",NA,NA
"15229","Less Than 2 Yrs","Too Much",NA,NA
"15241","2 To 4 Years","About Right",NA,NA
"15243","Less Than 2 Yrs","Too Little",NA,NA
"15246","Less Than 2 Yrs","About Right",NA,NA
"15247","2 To 4 Years","Too Little",NA,NA
"15264","More Than 4 Yrs","About Right",NA,NA
"15273","2 To 4 Years","Too Much",NA,NA
"15279","2 To 4 Years","About Right",NA,NA
"15288","2 To 4 Years","Too Little",NA,NA
"15296","More Than 4 Yrs","Too Little",NA,NA
"15298","2 To 4 Years","About Right",NA,NA
"15308","2 To 4 Years","Too Much",NA,NA
"15314","2 To 4 Years","Too Little",NA,NA
"15316","2 To 4 Years","Too Much",NA,NA
"15323","2 To 4 Years","Too Little",NA,NA
"15328","More Than 4 Yrs","About Right",NA,NA
"15332","Less Than 2 Yrs","Too Much",NA,NA
"15335","2 To 4 Years","About Right",NA,NA
"15352","Less Than 2 Yrs","Too Much",NA,NA
"15370","2 To 4 Years","Too Little",NA,NA
"15371","2 To 4 Years","About Right",NA,NA
"15372","2 To 4 Years","Too Much",NA,NA
"15375","More Than 4 Yrs","Too Little",NA,NA
"15386","More Than 4 Yrs","Too Much",NA,NA
"15388","2 To 4 Years","About Right",NA,NA
"15394","Less Than 2 Yrs","Too Much",NA,NA
"15396","2 To 4 Years",NA,NA,NA
"15401","2 To 4 Years","Too Much",NA,NA
"15405","2 To 4 Years","Too Little",NA,NA
"15424","Less Than 2 Yrs","About Right",NA,NA
"15426","Less Than 2 Yrs","About Right",NA,NA
"15431","More Than 4 Yrs","Too Much",NA,NA
"15435","More Than 4 Yrs","About Right",NA,NA
"15448","Less Than 2 Yrs","About Right",NA,NA
"15449","More Than 4 Yrs","Too Much",NA,NA
"15450","2 To 4 Years","Too Much",NA,NA
"15454","2 To 4 Years","Too Little",NA,NA
"15456","2 To 4 Years","Too Little",NA,NA
"15461","More Than 4 Yrs","Too Little",NA,NA
"15462","More Than 4 Yrs","About Right",NA,NA
"15463","Less Than 2 Yrs",NA,NA,NA
"15464","Less Than 2 Yrs","About Right",NA,NA
"15470","More Than 4 Yrs","Too Little",NA,NA
"15471","2 To 4 Years","About Right",NA,NA
"15475","More Than 4 Yrs","About Right",NA,NA
"15481","More Than 4 Yrs","About Right",NA,NA
"15494","2 To 4 Years","Too Much",NA,NA
"15495","Less Than 2 Yrs","Too Much",NA,NA
"15498","2 To 4 Years","Too Much",NA,NA
"15503","More Than 4 Yrs","About Right",NA,NA
"15504","More Than 4 Yrs","Too Much",NA,NA
"15510","More Than 4 Yrs","Too Little",NA,NA
"15511","2 To 4 Years","About Right",NA,NA
"15514","2 To 4 Years","About Right",NA,NA
"15518","Less Than 2 Yrs","About Right",NA,NA
"15521","More Than 4 Yrs","About Right",NA,NA
"15522","2 To 4 Years","Too Little",NA,NA
"15524","Less Than 2 Yrs","Too Much",NA,NA
"15526","Less Than 2 Yrs","About Right",NA,NA
"15529","2 To 4 Years","About Right",NA,NA
"15534","2 To 4 Years","About Right",NA,NA
"15536","2 To 4 Years","Too Little",NA,NA
"15540","2 To 4 Years","Too Much",NA,NA
"15547","Less Than 2 Yrs","Too Little",NA,NA
"15556","2 To 4 Years","Too Little",NA,NA
"15557","2 To 4 Years","Too Much",NA,NA
"15562","Less Than 2 Yrs","About Right",NA,NA
"15563","2 To 4 Years","Too Little",NA,NA
"15564","2 To 4 Years","About Right",NA,NA
"15572","2 To 4 Years","Too Much",NA,NA
"15590","More Than 4 Yrs","About Right","About Right","Too Little"
"15623","More Than 4 Yrs",NA,"Too Little","Too Much"
"15631","2 To 4 Years","Too Little","Too Little","Too Much"
"15632","Less Than 2 Yrs",NA,NA,NA
"15635","2 To 4 Years",NA,"Too Little","About Right"
"15640","Less Than 2 Yrs","Too Little","About Right","Too Little"
"15644","2 To 4 Years",NA,NA,NA
"15649","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"15650","2 To 4 Years",NA,"Too Little","Too Much"
"15655","More Than 4 Yrs",NA,NA,NA
"15656","2 To 4 Years","About Right","About Right","About Right"
"15676","More Than 4 Yrs","Too Much","Too Little","Too Much"
"15679","2 To 4 Years",NA,"About Right","About Right"
"15681","2 To 4 Years","About Right","About Right","Too Little"
"15691","2 To 4 Years",NA,NA,NA
"15692","2 To 4 Years","Too Little","Too Little","Too Little"
"15693","2 To 4 Years",NA,NA,NA
"15694","2 To 4 Years","Too Little","Too Little","About Right"
"15702","More Than 4 Yrs",NA,NA,NA
"15715","More Than 4 Yrs","Too Much","Too Little","About Right"
"15722","2 To 4 Years",NA,NA,NA
"15749","Less Than 2 Yrs",NA,"Too Little","Too Little"
"15753","More Than 4 Yrs","Too Little","About Right","About Right"
"15756","Less Than 2 Yrs",NA,NA,NA
"15765","2 To 4 Years","Too Little","Too Little","Too Little"
"15767","More Than 4 Yrs",NA,"Too Little","Too Little"
"15773","2 To 4 Years",NA,"Too Little","About Right"
"15774","More Than 4 Yrs","Too Little","About Right","About Right"
"15775","2 To 4 Years",NA,NA,NA
"15780","More Than 4 Yrs","About Right","About Right","About Right"
"15792","2 To 4 Years","Too Little","About Right","Too Little"
"15794","2 To 4 Years",NA,"About Right","About Right"
"15797","More Than 4 Yrs",NA,NA,NA
"15800","2 To 4 Years","Too Little","Too Much","Too Little"
"15806","Less Than 2 Yrs",NA,NA,NA
"15818","Less Than 2 Yrs",NA,NA,NA
"15836","2 To 4 Years",NA,NA,NA
"15847","More Than 4 Yrs",NA,"About Right","Too Little"
"15849","Less Than 2 Yrs",NA,NA,NA
"15856","More Than 4 Yrs","Too Little","Too Little","About Right"
"15879","2 To 4 Years",NA,NA,NA
"15886","Less Than 2 Yrs",NA,"Too Little","Too Much"
"15896","More Than 4 Yrs","About Right","Too Little","Too Little"
"15897","2 To 4 Years",NA,"About Right","About Right"
"15900","Less Than 2 Yrs",NA,NA,NA
"15913","More Than 4 Yrs",NA,"Too Little","Too Little"
"15919","2 To 4 Years","About Right","About Right","About Right"
"15922","Less Than 2 Yrs",NA,NA,NA
"15928","2 To 4 Years",NA,NA,NA
"15929","2 To 4 Years","Too Little","About Right","About Right"
"15966","2 To 4 Years","Too Little","Too Little","About Right"
"15968","Less Than 2 Yrs","Too Little","About Right","Too Little"
"15970","Less Than 2 Yrs","Too Much","Too Little","About Right"
"15987","2 To 4 Years",NA,NA,NA
"15996","2 To 4 Years",NA,NA,NA
"15998","2 To 4 Years",NA,NA,NA
"16003","2 To 4 Years","Too Little","Too Little","Too Little"
"16005","2 To 4 Years","Too Little","Too Little","Too Little"
"16008","2 To 4 Years",NA,"Too Little","Too Little"
"16013","Less Than 2 Yrs","Too Little",NA,"Too Little"
"16026","2 To 4 Years","About Right","About Right","About Right"
"16027","More Than 4 Yrs",NA,"About Right","Too Much"
"16030","More Than 4 Yrs",NA,"About Right","Too Much"
"16042","2 To 4 Years","Too Little","Too Little","Too Little"
"16043","2 To 4 Years",NA,NA,NA
"16050","Less Than 2 Yrs","About Right","About Right","About Right"
"16052","2 To 4 Years",NA,"About Right",NA
"16054","2 To 4 Years","Too Little","Too Little","Too Little"
"16057","2 To 4 Years",NA,"Too Little",NA
"16068","2 To 4 Years",NA,"Too Little","Too Much"
"16069","2 To 4 Years",NA,NA,NA
"16082","2 To 4 Years",NA,"Too Little","Too Little"
"16084","2 To 4 Years",NA,"About Right","Too Little"
"16096","Less Than 2 Yrs",NA,NA,NA
"16101","2 To 4 Years","Too Much","About Right","About Right"
"16109","More Than 4 Yrs","Too Little","About Right","Too Little"
"16122","More Than 4 Yrs","About Right","Too Much","About Right"
"16124","2 To 4 Years","About Right","About Right","About Right"
"16125","2 To 4 Years","About Right","Too Little","About Right"
"16126","More Than 4 Yrs",NA,"Too Little","About Right"
"16128","2 To 4 Years",NA,NA,NA
"16131","2 To 4 Years","Too Little","About Right","Too Little"
"16132","Less Than 2 Yrs",NA,"Too Little","Too Little"
"16164","2 To 4 Years","Too Much","Too Little","Too Much"
"16191","2 To 4 Years",NA,NA,NA
"16195","Less Than 2 Yrs",NA,"About Right",NA
"16199","2 To 4 Years","About Right","About Right","About Right"
"16201","2 To 4 Years",NA,"Too Little","Too Little"
"16208","Less Than 2 Yrs",NA,"About Right","About Right"
"16211","2 To 4 Years",NA,NA,NA
"16213","2 To 4 Years",NA,NA,NA
"16220","2 To 4 Years",NA,NA,NA
"16233","Less Than 2 Yrs",NA,"Too Much","Too Little"
"16257","More Than 4 Yrs","About Right","Too Little","Too Little"
"16270","2 To 4 Years",NA,"Too Much","Too Much"
"16282","2 To 4 Years",NA,"Too Little","Too Little"
"16302","2 To 4 Years",NA,NA,NA
"16307","More Than 4 Yrs",NA,"Too Little","Too Much"
"16314","More Than 4 Yrs","About Right","Too Little","Too Little"
"16315","Less Than 2 Yrs",NA,"Too Little","Too Little"
"16316","Less Than 2 Yrs",NA,NA,NA
"16320","More Than 4 Yrs",NA,NA,NA
"16324","2 To 4 Years","About Right","About Right","About Right"
"16326","More Than 4 Yrs",NA,NA,NA
"16329","2 To 4 Years",NA,"About Right","Too Little"
"16331","2 To 4 Years",NA,"About Right","About Right"
"16336","2 To 4 Years",NA,"About Right","Too Little"
"16354","2 To 4 Years",NA,NA,NA
"16356","2 To 4 Years",NA,NA,NA
"16364","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"16375","2 To 4 Years",NA,"About Right","Too Little"
"16379","2 To 4 Years",NA,"About Right","About Right"
"16385","More Than 4 Yrs",NA,NA,NA
"16390","More Than 4 Yrs","Too Little","Too Little","Too Much"
"16392","2 To 4 Years",NA,NA,NA
"16396","2 To 4 Years",NA,"Too Little","About Right"
"16399","2 To 4 Years","Too Much","About Right","About Right"
"16405","Less Than 2 Yrs",NA,NA,NA
"16416","2 To 4 Years","Too Little","Too Little","About Right"
"16439","2 To 4 Years",NA,"About Right","About Right"
"16441","2 To 4 Years","Too Little","About Right","Too Little"
"16455","Less Than 2 Yrs","About Right","Too Little","About Right"
"16460","Less Than 2 Yrs",NA,NA,NA
"16461","2 To 4 Years","Too Much","About Right","Too Much"
"16482","Less Than 2 Yrs",NA,NA,NA
"16484","2 To 4 Years",NA,NA,NA
"16489","More Than 4 Yrs",NA,"Too Little","Too Little"
"16490","2 To 4 Years","Too Little","Too Little","Too Little"
"16492","More Than 4 Yrs",NA,NA,NA
"16495","2 To 4 Years","About Right","Too Little","About Right"
"16504","More Than 4 Yrs","Too Much","About Right","Too Little"
"16506","Less Than 2 Yrs",NA,NA,NA
"16510","2 To 4 Years","About Right","About Right","Too Much"
"16512","2 To 4 Years","Too Much","About Right","About Right"
"16517","2 To 4 Years",NA,"Too Little","About Right"
"16521","More Than 4 Yrs",NA,"Too Little","Too Little"
"16531","2 To 4 Years","About Right","Too Little","Too Little"
"16540","2 To 4 Years",NA,"About Right","About Right"
"16547","2 To 4 Years",NA,"About Right","Too Little"
"16552","More Than 4 Yrs","Too Much","About Right","Too Little"
"16553","2 To 4 Years",NA,NA,NA
"16557","2 To 4 Years","Too Little","About Right","Too Much"
"16560","2 To 4 Years","Too Much","Too Much","About Right"
"16564","More Than 4 Yrs",NA,NA,NA
"16569","2 To 4 Years","Too Much","Too Much","Too Much"
"16570","2 To 4 Years",NA,"Too Little","About Right"
"16580","2 To 4 Years","Too Little","About Right","About Right"
"16586","Less Than 2 Yrs",NA,"About Right","Too Much"
"16590","More Than 4 Yrs",NA,"About Right","About Right"
"16597","2 To 4 Years","About Right","Too Little","Too Much"
"16599","Less Than 2 Yrs",NA,NA,NA
"16606","2 To 4 Years","Too Much","Too Little","About Right"
"16607","More Than 4 Yrs",NA,"Too Little","Too Little"
"16609","2 To 4 Years",NA,"About Right","About Right"
"16620","2 To 4 Years","Too Little","About Right","Too Little"
"16628","2 To 4 Years",NA,NA,NA
"16635","2 To 4 Years",NA,NA,NA
"16637","More Than 4 Yrs",NA,"Too Little","Too Much"
"16643","Less Than 2 Yrs",NA,NA,NA
"16646","2 To 4 Years",NA,"Too Little","About Right"
"16649","Less Than 2 Yrs",NA,NA,NA
"16650","2 To 4 Years","Too Little","Too Little","About Right"
"16654","2 To 4 Years","Too Little","Too Little","About Right"
"16659","Less Than 2 Yrs","Too Much","Too Little","Too Little"
"16665","Less Than 2 Yrs",NA,NA,NA
"16670","2 To 4 Years","Too Little","About Right","Too Little"
"16672","2 To 4 Years","About Right","Too Little","About Right"
"16681","2 To 4 Years","Too Little","Too Much","Too Little"
"16686","2 To 4 Years",NA,"Too Little","Too Much"
"16689","2 To 4 Years",NA,"Too Little","Too Little"
"16699","2 To 4 Years","Too Much","Too Little","Too Little"
"16700","2 To 4 Years",NA,NA,NA
"16714","2 To 4 Years",NA,NA,NA
"16716","2 To 4 Years",NA,NA,NA
"16717","Less Than 2 Yrs",NA,"Too Much",NA
"16719","2 To 4 Years","About Right","Too Little","Too Much"
"16733","Less Than 2 Yrs","Too Little","Too Little","About Right"
"16736","2 To 4 Years","About Right","About Right","About Right"
"16756","2 To 4 Years",NA,"Too Little",NA
"16762","More Than 4 Yrs","About Right","About Right","About Right"
"16767","More Than 4 Yrs",NA,NA,NA
"16772","2 To 4 Years","Too Little","Too Little","Too Little"
"16780","Less Than 2 Yrs","Too Little","Too Little","Too Little"
"16786","2 To 4 Years",NA,"Too Little","Too Little"
"16787","2 To 4 Years",NA,NA,NA
"16788","2 To 4 Years",NA,"About Right",NA
"16795","2 To 4 Years",NA,NA,NA
"16796","2 To 4 Years","Too Much","Too Much","About Right"
"16799","2 To 4 Years",NA,"Too Little","Too Little"
"16800","Less Than 2 Yrs",NA,NA,NA
"16803","2 To 4 Years",NA,NA,NA
"16811","Less Than 2 Yrs",NA,"Too Little","Too Little"
"16814","2 To 4 Years",NA,NA,NA
"16821","2 To 4 Years",NA,"Too Little","Too Much"
"16823","More Than 4 Yrs",NA,"Too Little",NA
"16831","2 To 4 Years",NA,"Too Little","Too Much"
"16838","Less Than 2 Yrs",NA,NA,NA
"16850","More Than 4 Yrs","About Right","About Right","About Right"
"16853","2 To 4 Years",NA,"Too Much","Too Little"
"16856","Less Than 2 Yrs",NA,"About Right","Too Little"
"16861","More Than 4 Yrs",NA,NA,NA
"16865","More Than 4 Yrs","Too Much","Too Little","Too Little"
"16867","2 To 4 Years",NA,NA,NA
"16868","More Than 4 Yrs","About Right","Too Little","About Right"
"16869","More Than 4 Yrs",NA,NA,NA
"16870","More Than 4 Yrs",NA,"Too Little","About Right"
"16871","More Than 4 Yrs",NA,NA,NA
"16873","More Than 4 Yrs",NA,"Too Much","Too Much"
"16877","Less Than 2 Yrs",NA,"Too Little","About Right"
"16881","Less Than 2 Yrs",NA,"Too Little","Too Little"
"16883","2 To 4 Years",NA,"Too Little","About Right"
"16888","2 To 4 Years",NA,"About Right",NA
"16893","2 To 4 Years",NA,NA,"Too Little"
"16895","2 To 4 Years",NA,NA,NA
"16902","2 To 4 Years",NA,"Too Little","Too Much"
"16907","Less Than 2 Yrs","About Right","Too Little","About Right"
"16926","More Than 4 Yrs",NA,"About Right","Too Much"
"16929","Less Than 2 Yrs",NA,NA,NA
"16935","2 To 4 Years",NA,"About Right","About Right"
"16939","2 To 4 Years","Too Much","About Right","About Right"
"16942","Less Than 2 Yrs",NA,"About Right","About Right"
"16946","2 To 4 Years","Too Little","About Right","About Right"
"16964","2 To 4 Years","Too Much","About Right","Too Little"
"16973","2 To 4 Years","About Right","Too Little","Too Little"
"16980","2 To 4 Years",NA,"Too Little","About Right"
